id,timestamp,genes,clean_acc,blackbox_acc,clean_acc_f,black_acc_f,genes_list,L,arch_readable,stages,balanced
14,2025-11-25T18:20:34.234012,[1. 2. 2. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,78968254","69,04761905",88.78968254,69.04761905,"[1, 2, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Transformer', 'MLP', 'MLP']; c3:['Conv', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Transformer,MLP,MLP;c3=Conv,Transformer,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",78.91865079499999
34,2025-11-25T19:19:30.630062,[0. 2. 1. 0. 0. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"89,28571429","68,45238095",89.28571429,68.45238095,"[0, 2, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'Transformer']; c3:['Conv', 'Conv', 'MLP', 'Transformer']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,Transformer;c3=Conv,Conv,MLP,Transformer;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",78.86904762
0,2025-11-25T15:34:19.362295,[1. 1. 2. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.],"87,6984127","69,99007937",87.6984127,69.99007937,"[1, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",16,"c2:['Transformer', 'Transformer', 'MLP']; c3:['Conv', 'Transformer', 'Transformer', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Transformer']; c5:['Conv', 'Transformer', 'Conv']","c2=Transformer,Transformer,MLP;c3=Conv,Transformer,Transformer,Conv;c4=Conv,Conv,Conv,Conv,Conv,Transformer;c5=Conv,Transformer,Conv",78.844246035
12,2025-11-25T18:16:03.133298,[2. 2. 2. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,49206349","69,1468254",88.49206349,69.1468254,"[2, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['MLP', 'MLP', 'MLP']; c3:['Conv', 'Transformer', 'Conv', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,MLP,MLP;c3=Conv,Transformer,Conv,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",78.819444445
13,2025-11-25T18:18:19.456890,[1. 2. 2. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,78968254","68,75",88.78968254,68.75,"[1, 2, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Transformer', 'MLP', 'MLP']; c3:['Conv', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Transformer,MLP,MLP;c3=Conv,Transformer,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",78.76984127
29,2025-11-25T19:31:41.018761,[0. 2. 1. 0. 0. 2. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0.],"89,28571429","68,20436508",89.28571429,68.20436508,"[0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'Transformer']; c3:['Conv', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'MLP']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,Transformer;c3=Conv,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,MLP;c5=Conv,Conv,Conv",78.745039685
41,2025-11-25T19:05:21.387582,[1. 2. 2. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,59126984","68,75",88.59126984,68.75,"[1, 2, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Transformer', 'MLP', 'MLP']; c3:['Transformer', 'Conv', 'Conv', 'Transformer']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Transformer,MLP,MLP;c3=Transformer,Conv,Conv,Transformer;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",78.67063492
33,2025-11-25T19:37:01.600882,[0. 2. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0.],"89,58333333","67,60912698",89.58333333,67.60912698,"[0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'Transformer']; c3:['Conv', 'Conv', 'Transformer', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'MLP']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,Transformer;c3=Conv,Conv,Transformer,Conv;c4=Conv,Conv,Conv,Conv,Conv,MLP;c5=Conv,Conv,Conv",78.596230155
26,2025-11-25T19:25:44.413756,[1. 2. 1. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,78968254","68,3531746",88.78968254,68.3531746,"[1, 2, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Transformer', 'MLP', 'Transformer']; c3:['Conv', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Transformer,MLP,Transformer;c3=Conv,Transformer,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",78.57142857
24,2025-11-25T19:11:22.354449,[0. 2. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0.],"89,28571429","67,75793651",89.28571429,67.75793651,"[0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'MLP']; c3:['Conv', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'MLP']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,MLP;c3=Conv,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,MLP;c5=Conv,Conv,Conv",78.5218254
29,2025-11-25T19:14:28.656975,[0. 2. 1. 0. 0. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"89,28571429","67,55952381",89.28571429,67.55952381,"[0, 2, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'Transformer']; c3:['Conv', 'Conv', 'MLP', 'Transformer']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,Transformer;c3=Conv,Conv,MLP,Transformer;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",78.42261905000001
32,2025-11-25T19:35:12.650737,[0. 2. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0.],"89,58333333","67,26190476",89.58333333,67.26190476,"[0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'Transformer']; c3:['Conv', 'Conv', 'Transformer', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'MLP']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,Transformer;c3=Conv,Conv,Transformer,Conv;c4=Conv,Conv,Conv,Conv,Conv,MLP;c5=Conv,Conv,Conv",78.422619045
45,2025-11-25T18:01:25.511374,[1. 2. 2. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,88888889","67,90674603",88.88888889,67.90674603,"[1, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Transformer', 'MLP', 'MLP']; c3:['Conv', 'Transformer', 'Conv', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Transformer,MLP,MLP;c3=Conv,Transformer,Conv,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",78.39781746
43,2025-11-25T19:08:06.834317,[0. 2. 1. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,98809524","67,65873016",88.98809524,67.65873016,"[0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'Transformer']; c3:['Conv', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,Transformer;c3=Conv,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",78.3234127
35,2025-11-25T19:42:52.235824,[0. 2. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0.],"89,58333333","66,91468254",89.58333333,66.91468254,"[0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'Transformer']; c3:['Conv', 'Conv', 'Transformer', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'MLP']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,Transformer;c3=Conv,Conv,Transformer,Conv;c4=Conv,Conv,Conv,Conv,Conv,MLP;c5=Conv,Conv,Conv",78.24900793500001
26,2025-11-25T19:12:31.545921,[0. 2. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0.],"89,28571429","67,06349206",89.28571429,67.06349206,"[0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'MLP']; c3:['Conv', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'MLP']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,MLP;c3=Conv,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,MLP;c5=Conv,Conv,Conv",78.174603175
43,2025-11-25T17:54:30.997322,[2. 1. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"89,18650794","66,96428571",89.18650794,66.96428571,"[2, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Conv', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,Transformer,MLP;c3=Conv,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",78.075396825
12,2025-11-25T16:16:37.953025,[1. 2. 2. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,88888889","67,11309524",88.88888889,67.11309524,"[1, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Transformer', 'MLP', 'MLP']; c3:['Conv', 'Transformer', 'Conv', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Transformer,MLP,MLP;c3=Conv,Transformer,Conv,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",78.000992065
39,2025-11-25T19:00:58.176646,[0. 2. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,98809524","66,86507937",88.98809524,66.86507937,"[0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'Conv']; c3:['Conv', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,Conv;c3=Conv,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",77.926587305
40,2025-11-25T19:54:34.376668,[0. 2. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0.],"89,58333333","66,12103175",89.58333333,66.12103175,"[0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'Transformer']; c3:['Conv', 'Conv', 'Transformer', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'MLP']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,Transformer;c3=Conv,Conv,Transformer,Conv;c4=Conv,Conv,Conv,Conv,Conv,MLP;c5=Conv,Conv,Conv",77.85218254
5,2025-11-25T15:55:40.169031,[1. 2. 2. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,88888889","66,66666667",88.88888889,66.66666667,"[1, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Transformer', 'MLP', 'MLP']; c3:['Conv', 'Transformer', 'Conv', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Transformer,MLP,MLP;c3=Conv,Transformer,Conv,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",77.77777778000001
23,2025-11-25T18:35:18.561480,[0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,98809524","66,46825397",88.98809524,66.46825397,"[0, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Conv', 'Transformer', 'MLP']; c3:['Conv', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,Transformer,MLP;c3=Conv,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",77.728174605
4,2025-11-25T15:53:26.082290,[2. 1. 2. 1. 1. 1. 0. 2. 0. 0. 0. 1. 0. 0. 1. 0.],"81,4484127","73,95833333",81.4484127,73.95833333,"[2, 1, 2, 1, 1, 1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Transformer', 'Transformer', 'Transformer', 'Conv']; c4:['MLP', 'Conv', 'Conv', 'Conv', 'Transformer', 'Conv']; c5:['Conv', 'Transformer', 'Conv']","c2=MLP,Transformer,MLP;c3=Transformer,Transformer,Transformer,Conv;c4=MLP,Conv,Conv,Conv,Transformer,Conv;c5=Conv,Transformer,Conv",77.70337301500001
27,2025-11-25T19:27:23.935646,[0. 2. 1. 0. 0. 2. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0.],"89,28571429","66,0218254",89.28571429,66.0218254,"[0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'Transformer']; c3:['Conv', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'MLP']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,Transformer;c3=Conv,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,MLP;c5=Conv,Conv,Conv",77.653769845
36,2025-11-25T18:58:45.637902,[0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,98809524","66,31944444",88.98809524,66.31944444,"[0, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Conv', 'Transformer', 'MLP']; c3:['Conv', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,Transformer,MLP;c3=Conv,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",77.65376984
42,2025-11-25T19:06:14.188921,[0. 2. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,98809524","66,2202381",88.98809524,66.2202381,"[0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'Conv']; c3:['Conv', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,Conv;c3=Conv,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",77.60416667000001
37,2025-11-25T19:44:43.553282,[0. 2. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0.],"89,58333333","65,57539683",89.58333333,65.57539683,"[0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'Transformer']; c3:['Conv', 'Conv', 'Transformer', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'MLP']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,Transformer;c3=Conv,Conv,Transformer,Conv;c4=Conv,Conv,Conv,Conv,Conv,MLP;c5=Conv,Conv,Conv",77.57936508
47,2025-11-25T18:08:18.694866,[2. 1. 2. 1. 1. 1. 0. 2. 0. 0. 0. 1. 0. 0. 1. 0.],"81,4484127","73,66071429",81.4484127,73.66071429,"[2, 1, 2, 1, 1, 1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Transformer', 'Transformer', 'Transformer', 'Conv']; c4:['MLP', 'Conv', 'Conv', 'Conv', 'Transformer', 'Conv']; c5:['Conv', 'Transformer', 'Conv']","c2=MLP,Transformer,MLP;c3=Transformer,Transformer,Transformer,Conv;c4=MLP,Conv,Conv,Conv,Transformer,Conv;c5=Conv,Transformer,Conv",77.554563495
48,2025-11-25T12:21:03.181077,[2. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 2.],"86,30952381","68,79960317",86.30952381,68.79960317,"[2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 2]",16,"c2:['MLP', 'Conv', 'Transformer']; c3:['Conv', 'Transformer', 'Conv', 'Transformer']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Transformer', 'Transformer']; c5:['Conv', 'Conv', 'MLP']","c2=MLP,Conv,Transformer;c3=Conv,Transformer,Conv,Transformer;c4=Conv,Conv,Conv,Conv,Transformer,Transformer;c5=Conv,Conv,MLP",77.55456348999999
48,2025-11-25T18:12:58.993096,[2. 1. 2. 1. 1. 1. 0. 2. 0. 1. 0. 2. 0. 2. 0. 0.],"82,04365079","73,01587302",82.04365079,73.01587302,"[2, 1, 2, 1, 1, 1, 0, 2, 0, 1, 0, 2, 0, 2, 0, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Transformer', 'Transformer', 'Transformer', 'Conv']; c4:['MLP', 'Conv', 'Transformer', 'Conv', 'MLP', 'Conv']; c5:['MLP', 'Conv', 'Conv']","c2=MLP,Transformer,MLP;c3=Transformer,Transformer,Transformer,Conv;c4=MLP,Conv,Transformer,Conv,MLP,Conv;c5=MLP,Conv,Conv",77.529761905
37,2025-11-25T19:00:03.281782,[0. 2. 2. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"89,18650794","65,8234127",89.18650794,65.8234127,"[0, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'MLP']; c3:['Conv', 'Conv', 'Conv', 'Transformer']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,MLP;c3=Conv,Conv,Conv,Transformer;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",77.50496032000001
18,2025-11-25T16:36:22.422900,[2. 1. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"89,18650794","65,57539683",89.18650794,65.57539683,"[2, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Conv', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,Transformer,MLP;c3=Conv,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",77.380952385
39,2025-11-25T19:20:35.162118,[0. 2. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0.],"89,28571429","65,4265873",89.28571429,65.4265873,"[0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'MLP']; c3:['Conv', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'MLP']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,MLP;c3=Conv,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,MLP;c5=Conv,Conv,Conv",77.35615079499999
32,2025-11-25T19:17:23.270452,[0. 2. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0.],"89,28571429","65,32738095",89.28571429,65.32738095,"[0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'MLP']; c3:['Conv', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'MLP']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,MLP;c3=Conv,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,MLP;c5=Conv,Conv,Conv",77.30654762
31,2025-11-25T19:33:22.781864,[0. 2. 1. 0. 0. 2. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0.],"89,28571429","65,07936508",89.28571429,65.07936508,"[0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'Transformer']; c3:['Conv', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'MLP']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,Transformer;c3=Conv,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,MLP;c5=Conv,Conv,Conv",77.182539685
8,2025-11-25T16:07:03.515428,[2. 1. 2. 1. 1. 1. 0. 2. 0. 0. 0. 1. 0. 0. 1. 0.],"81,4484127","72,76785714",81.4484127,72.76785714,"[2, 1, 2, 1, 1, 1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Transformer', 'Transformer', 'Transformer', 'Conv']; c4:['MLP', 'Conv', 'Conv', 'Conv', 'Transformer', 'Conv']; c5:['Conv', 'Transformer', 'Conv']","c2=MLP,Transformer,MLP;c3=Transformer,Transformer,Transformer,Conv;c4=MLP,Conv,Conv,Conv,Transformer,Conv;c5=Conv,Transformer,Conv",77.10813492
43,2025-11-25T19:56:16.742119,[0. 2. 1. 0. 0. 2. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0.],"89,28571429","64,88095238",89.28571429,64.88095238,"[0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'Transformer']; c3:['Conv', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'MLP']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,Transformer;c3=Conv,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,MLP;c5=Conv,Conv,Conv",77.08333333499999
30,2025-11-25T18:48:58.186987,[0. 1. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,98809524","64,73214286",88.98809524,64.73214286,"[0, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Conv', 'Transformer', 'MLP']; c3:['Conv', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,Transformer,MLP;c3=Conv,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",76.86011905000001
19,2025-11-21T12:45:02.084934,[2. 1. 2. 1. 2. 0. 1. 2. 2. 2. 0. 2. 0. 2. 0. 0.],"80,35714286","73,26388889",80.35714286,73.26388889,"[2, 1, 2, 1, 2, 0, 1, 2, 2, 2, 0, 2, 0, 2, 0, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Transformer', 'MLP', 'Conv', 'Transformer']; c4:['MLP', 'MLP', 'MLP', 'Conv', 'MLP', 'Conv']; c5:['MLP', 'Conv', 'Conv']","c2=MLP,Transformer,MLP;c3=Transformer,MLP,Conv,Transformer;c4=MLP,MLP,MLP,Conv,MLP,Conv;c5=MLP,Conv,Conv",76.810515875
30,2025-11-25T17:12:08.265858,[2. 1. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"89,18650794","64,43452381",89.18650794,64.43452381,"[2, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Conv', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,Transformer,MLP;c3=Conv,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",76.810515875
27,2025-11-25T18:43:06.025234,[1. 2. 1. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,88888889","64,18650794",88.88888889,64.18650794,"[1, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Transformer', 'MLP', 'Transformer']; c3:['Conv', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Transformer,MLP,Transformer;c3=Conv,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",76.537698415
