id,timestamp,genes,clean_acc,blackbox_acc,clean_acc_f,black_acc_f,genes_list,L,arch_readable,stages,balanced
49,2025-11-25T18:14:32.791164,[2. 2. 2. 0. 1. 2. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0.],"88,88888889","72,37103175",88.88888889,72.37103175,"[2, 2, 2, 0, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",16,"c2:['MLP', 'MLP', 'MLP']; c3:['Conv', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'MLP', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,MLP,MLP;c3=Conv,Transformer,MLP,Conv;c4=Conv,Conv,MLP,Conv,Conv,Conv;c5=Conv,Conv,Conv",80.62996032000001
24,2025-11-25T16:55:51.356619,[2. 1. 2. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,39285714","72,86706349",88.39285714,72.86706349,"[2, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Conv', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,Transformer,MLP;c3=Conv,Transformer,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",80.629960315
28,2025-11-25T17:05:32.827217,[2. 2. 2. 0. 1. 2. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0.],"88,49206349","72,71825397",88.49206349,72.71825397,"[2, 2, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",16,"c2:['MLP', 'MLP', 'MLP']; c3:['Conv', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'MLP']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,MLP,MLP;c3=Conv,Transformer,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,MLP;c5=Conv,Conv,Conv",80.60515873
33,2025-11-25T17:20:10.394034,[2. 2. 2. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,39285714","72,81746032",88.39285714,72.81746032,"[2, 2, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['MLP', 'MLP', 'MLP']; c3:['Conv', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,MLP,MLP;c3=Conv,Transformer,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",80.60515873
33,2025-11-25T18:54:48.749803,[0. 2. 0. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,19444444","72,86706349",88.19444444,72.86706349,"[0, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'Conv']; c3:['Conv', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,Conv;c3=Conv,Transformer,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",80.530753965
22,2025-11-25T16:49:07.407024,[2. 2. 2. 0. 1. 2. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0.],"88,49206349","72,2718254",88.49206349,72.2718254,"[2, 2, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",16,"c2:['MLP', 'MLP', 'MLP']; c3:['Conv', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'MLP']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,MLP,MLP;c3=Conv,Transformer,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,MLP;c5=Conv,Conv,Conv",80.381944445
37,2025-11-25T17:35:58.775029,[2. 2. 2. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"88,59126984","72,17261905",88.59126984,72.17261905,"[2, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",16,"c2:['MLP', 'MLP', 'MLP']; c3:['Conv', 'Transformer', 'Conv', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Transformer', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,MLP,MLP;c3=Conv,Transformer,Conv,Conv;c4=Conv,Conv,Conv,Conv,Transformer,Conv;c5=Conv,Conv,Conv",80.38194444499999
42,2025-11-25T17:52:23.575832,[2. 2. 2. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,39285714","72,22222222",88.39285714,72.22222222,"[2, 2, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['MLP', 'MLP', 'MLP']; c3:['Conv', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,MLP,MLP;c3=Conv,Transformer,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",80.30753968
34,2025-11-25T17:24:33.431871,[2. 1. 2. 1. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"86,30952381","73,95833333",86.30952381,73.95833333,"[2, 1, 2, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Transformer', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,Transformer,MLP;c3=Transformer,Transformer,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",80.13392857
36,2025-11-25T17:34:26.761996,[2. 1. 1. 1. 1. 2. 0. 2. 0. 0. 0. 1. 0. 0. 0. 0.],"83,92857143","76,24007937",83.92857143,76.24007937,"[2, 1, 1, 1, 1, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0]",16,"c2:['MLP', 'Transformer', 'Transformer']; c3:['Transformer', 'Transformer', 'MLP', 'Conv']; c4:['MLP', 'Conv', 'Conv', 'Conv', 'Transformer', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,Transformer,Transformer;c3=Transformer,Transformer,MLP,Conv;c4=MLP,Conv,Conv,Conv,Transformer,Conv;c5=Conv,Conv,Conv",80.08432540000001
26,2025-11-25T17:02:29.278812,[2. 1. 2. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,39285714","71,52777778",88.39285714,71.52777778,"[2, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Conv', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,Transformer,MLP;c3=Conv,Transformer,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",79.96031746
10,2025-11-25T16:12:09.460823,[2. 1. 2. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,39285714","71,52777778",88.39285714,71.52777778,"[2, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Conv', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,Transformer,MLP;c3=Conv,Transformer,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",79.96031746
17,2025-11-25T18:26:37.003589,[2. 1. 2. 0. 0. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"89,68253968","69,99007937",89.68253968,69.99007937,"[2, 1, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Conv', 'Conv', 'MLP', 'Transformer']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,Transformer,MLP;c3=Conv,Conv,MLP,Transformer;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",79.836309525
28,2025-11-25T19:29:59.870713,[1. 2. 1. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,78968254","70,88293651",88.78968254,70.88293651,"[1, 2, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Transformer', 'MLP', 'Transformer']; c3:['Conv', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Transformer,MLP,Transformer;c3=Conv,Transformer,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",79.83630952499999
46,2025-11-25T18:03:40.659616,[2. 1. 2. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,39285714","71,2797619",88.39285714,71.2797619,"[2, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Conv', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,Transformer,MLP;c3=Conv,Transformer,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",79.83630952
31,2025-11-25T17:17:07.103678,[1. 1. 2. 1. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,19444444","71,37896825",88.19444444,71.37896825,"[1, 1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Transformer', 'Transformer', 'MLP']; c3:['Transformer', 'Conv', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Transformer,Transformer,MLP;c3=Transformer,Conv,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",79.786706345
40,2025-11-25T17:46:22.401278,[2. 1. 2. 1. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"86,30952381","73,11507937",86.30952381,73.11507937,"[2, 1, 2, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Transformer', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,Transformer,MLP;c3=Transformer,Transformer,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",79.71230159000001
34,2025-11-25T18:56:53.802954,[0. 1. 2. 0. 0. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"89,28571429","69,74206349",89.28571429,69.74206349,"[0, 1, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Conv', 'Transformer', 'MLP']; c3:['Conv', 'Conv', 'MLP', 'Transformer']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,Transformer,MLP;c3=Conv,Conv,MLP,Transformer;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",79.51388889
29,2025-11-25T17:10:02.048381,[2. 1. 2. 1. 1. 2. 0. 2. 0. 0. 0. 1. 0. 0. 0. 0.],"83,92857143","74,90079365",83.92857143,74.90079365,"[2, 1, 2, 1, 1, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Transformer', 'Transformer', 'MLP', 'Conv']; c4:['MLP', 'Conv', 'Conv', 'Conv', 'Transformer', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,Transformer,MLP;c3=Transformer,Transformer,MLP,Conv;c4=MLP,Conv,Conv,Conv,Transformer,Conv;c5=Conv,Conv,Conv",79.41468254
48,2025-11-25T19:59:39.246448,[1. 2. 1. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,78968254","69,99007937",88.78968254,69.99007937,"[1, 2, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Transformer', 'MLP', 'Transformer']; c3:['Conv', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Transformer,MLP,Transformer;c3=Conv,Transformer,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",79.389880955
22,2025-11-25T19:23:09.349371,[1. 2. 1. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,78968254","69,89087302",88.78968254,69.89087302,"[1, 2, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Transformer', 'MLP', 'Transformer']; c3:['Conv', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Transformer,MLP,Transformer;c3=Conv,Transformer,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",79.34027778000001
15,2025-11-25T18:22:49.236806,[1. 2. 2. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,78968254","69,89087302",88.78968254,69.89087302,"[1, 2, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Transformer', 'MLP', 'MLP']; c3:['Conv', 'Transformer', 'MLP', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Transformer,MLP,MLP;c3=Conv,Transformer,MLP,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",79.34027778000001
29,2025-11-25T18:47:05.654283,[0. 1. 0. 0. 0. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"89,28571429","69,29563492",89.28571429,69.29563492,"[0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Conv', 'Transformer', 'Conv']; c3:['Conv', 'Conv', 'MLP', 'Transformer']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,Transformer,Conv;c3=Conv,Conv,MLP,Transformer;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",79.29067460499999
11,2025-11-25T16:14:23.432749,[2. 1. 2. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,49206349","70,03968254",88.49206349,70.03968254,"[2, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Conv', 'Transformer', 'Conv', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,Transformer,MLP;c3=Conv,Transformer,Conv,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",79.26587301500001
27,2025-11-25T17:04:01.074911,[2. 2. 2. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"88,59126984","69,89087302",88.59126984,69.89087302,"[2, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",16,"c2:['MLP', 'MLP', 'MLP']; c3:['Conv', 'Transformer', 'Conv', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Transformer', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,MLP,MLP;c3=Conv,Transformer,Conv,Conv;c4=Conv,Conv,Conv,Conv,Transformer,Conv;c5=Conv,Conv,Conv",79.24107143
31,2025-11-25T19:16:17.830982,[0. 2. 1. 0. 0. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"89,28571429","69,09722222",89.28571429,69.09722222,"[0, 2, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Conv', 'MLP', 'Transformer']; c3:['Conv', 'Conv', 'MLP', 'Transformer']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,MLP,Transformer;c3=Conv,Conv,MLP,Transformer;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",79.191468255
41,2025-11-25T17:50:51.491960,[2. 1. 2. 1. 1. 2. 0. 2. 0. 0. 0. 0. 0. 0. 1. 0.],"83,82936508","74,50396825",83.82936508,74.50396825,"[2, 1, 2, 1, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Transformer', 'Transformer', 'MLP', 'Conv']; c4:['MLP', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Transformer', 'Conv']","c2=MLP,Transformer,MLP;c3=Transformer,Transformer,MLP,Conv;c4=MLP,Conv,Conv,Conv,Conv,Conv;c5=Conv,Transformer,Conv",79.16666666500001
25,2025-11-25T18:37:19.692936,[0. 1. 2. 0. 0. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"89,28571429","68,84920635",89.28571429,68.84920635,"[0, 1, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['Conv', 'Transformer', 'MLP']; c3:['Conv', 'Conv', 'MLP', 'Transformer']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=Conv,Transformer,MLP;c3=Conv,Conv,MLP,Transformer;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",79.06746032000001
19,2025-11-25T16:40:50.606620,[2. 1. 2. 1. 1. 2. 0. 2. 0. 0. 0. 0. 0. 0. 1. 0.],"83,82936508","74,20634921",83.82936508,74.20634921,"[2, 1, 2, 1, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0]",16,"c2:['MLP', 'Transformer', 'MLP']; c3:['Transformer', 'Transformer', 'MLP', 'Conv']; c4:['MLP', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Transformer', 'Conv']","c2=MLP,Transformer,MLP;c3=Transformer,Transformer,MLP,Conv;c4=MLP,Conv,Conv,Conv,Conv,Conv;c5=Conv,Transformer,Conv",79.017857145
16,2025-11-25T18:24:21.809270,[2. 2. 2. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"88,49206349","69,3452381",88.49206349,69.3452381,"[2, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16,"c2:['MLP', 'MLP', 'MLP']; c3:['Conv', 'Transformer', 'Conv', 'Conv']; c4:['Conv', 'Conv', 'Conv', 'Conv', 'Conv', 'Conv']; c5:['Conv', 'Conv', 'Conv']","c2=MLP,MLP,MLP;c3=Conv,Transformer,Conv,Conv;c4=Conv,Conv,Conv,Conv,Conv,Conv;c5=Conv,Conv,Conv",78.918650795
