timestamp;epoch;genotype_normal;genotype_reduce;genotype_full;fgsm_acc;pgd_acc;robustness;params;total_time_sec
37:47,9;180;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:48,1;181;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:48,3;182;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:48,5;183;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:48,7;184;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:48,8;185;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:49,0;186;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:49,2;187;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:49,4;188;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:49,6;189;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:49,8;190;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:50,0;191;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:50,2;192;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:50,4;193;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:50,6;194;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:50,8;195;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:50,9;196;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:51,1;197;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:51,3;198;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
37:51,5;199;-;-;gat_cos||sage_sum||gat_generalized_linear||skip||skip||skip||l_lstm;30,25830269;30,25830269;30,25830269;150132;39,02394176
